sub,session,task,rt,corr
MSC05,Session 5,random,790,corr
MSC05,Session 5,random,1165,corr
MSC05,Session 5,coherent,736,corr
MSC05,Session 5,random,809,corr
MSC05,Session 5,coherent,840,corr
MSC05,Session 5,random,1318,corr
MSC05,Session 5,coherent,777,corr
MSC05,Session 5,random,908,corr
MSC05,Session 5,coherent,876,corr
MSC05,Session 5,random,733,corr
MSC05,Session 5,Verb,1781,corr
MSC05,Session 5,Verb,1182,corr
MSC05,Session 5,Noun,877,corr
MSC05,Session 5,Noun,1500,corr
MSC05,Session 5,Noun,1205,corr
MSC05,Session 5,Verb,1853,corr
MSC05,Session 5,Noun,2130,corr
MSC05,Session 5,Noun,1292,corr
MSC05,Session 5,Noun,1219,corr
MSC05,Session 5,Verb,1325,corr
MSC05,Session 5,Verb,1188,corr
MSC05,Session 5,Verb,1047,corr
MSC05,Session 5,Verb,1312,corr
MSC05,Session 5,Noun,1292,corr
MSC05,Session 5,Verb,1529,corr
MSC05,Session 5,Noun,1633,corr
MSC05,Session 5,Noun,437,corr
MSC05,Session 5,Noun,1165,corr
MSC05,Session 5,Verb,805,corr
MSC05,Session 5,Verb,1504,corr
MSC05,Session 5,Noun,1074,corr
MSC05,Session 5,Noun,1546,corr
MSC05,Session 5,Noun,885,corr
MSC05,Session 5,Noun,1224,corr
MSC05,Session 5,Verb,1130,corr
MSC05,Session 5,Verb,1004,corr
MSC05,Session 5,Verb,1067,corr
MSC05,Session 5,Verb,1668,corr
MSC05,Session 5,Noun,1039,corr
MSC05,Session 5,Verb,1137,corr
MSC05,Session 5,Verb,112,err
MSC05,Session 5,Noun,1281,corr
MSC05,Session 5,Noun,805,corr
MSC05,Session 5,Noun,1217,corr
MSC05,Session 5,Verb,1175,corr
MSC05,Session 5,Verb,883,corr
MSC05,Session 5,Noun,1009,corr
MSC05,Session 5,Verb,920,corr
MSC05,Session 5,Noun,2006,corr
MSC05,Session 5,Verb,1283,corr
MSC05,Session 5,Noun,1617,corr
MSC05,Session 5,Noun,1010,corr
MSC05,Session 5,Verb,1278,corr
MSC05,Session 5,Verb,1224,corr
MSC05,Session 5,Verb,908,corr
MSC05,Session 5,Verb,798,corr
MSC05,Session 5,Noun,1043,corr
MSC05,Session 5,Noun,1366,corr
MSC05,Session 5,Verb,1382,corr
MSC05,Session 5,Noun,1174,corr
MSC05,Session 5,Noun,1152,err
MSC05,Session 5,Verb,1231,corr
MSC05,Session 5,Verb,944,corr
MSC05,Session 5,coherent,843,corr
MSC05,Session 5,coherent,739,corr
MSC05,Session 5,random,825,corr
MSC05,Session 5,random,1384,corr
MSC05,Session 5,random,1452,corr
MSC05,Session 5,random,944,corr
MSC05,Session 5,coherent,786,corr
MSC05,Session 5,coherent,715,corr
MSC05,Session 5,random,665,corr
MSC05,Session 5,coherent,601,corr
MSC05,Session 5,coherent,1517,corr
MSC05,Session 5,coherent,690,corr
MSC05,Session 5,coherent,647,corr
MSC05,Session 5,random,870,corr
MSC05,Session 5,random,825,corr
MSC05,Session 5,random,1137,corr
MSC05,Session 5,random,1436,corr
MSC05,Session 5,random,925,corr
MSC05,Session 5,random,1227,corr
MSC05,Session 5,coherent,619,corr
MSC05,Session 5,coherent,1705,corr
MSC05,Session 5,coherent,1379,corr
MSC05,Session 5,random,709,corr
MSC05,Session 5,coherent,730,corr
MSC05,Session 5,coherent,1984,corr
MSC05,Session 5,coherent,925,corr
MSC05,Session 5,random,889,corr
MSC05,Session 5,coherent,689,corr
MSC05,Session 5,random,746,corr
MSC05,Session 5,random,808,corr
MSC05,Session 6,Verb,1656,corr
MSC05,Session 6,Verb,927,corr
MSC05,Session 6,Verb,1493,corr
MSC05,Session 6,Noun,1030,corr
MSC05,Session 6,Noun,929,corr
MSC05,Session 6,Noun,1244,corr
MSC05,Session 6,Noun,1730,corr
MSC05,Session 6,Verb,1456,corr
MSC05,Session 6,Noun,962,corr
MSC05,Session 6,Noun,1632,corr
MSC05,Session 6,Noun,1194,corr
MSC05,Session 6,Verb,955,corr
MSC05,Session 6,Verb,1759,corr
MSC05,Session 6,Verb,1362,corr
MSC05,Session 6,Verb,1286,corr
MSC05,Session 6,Noun,1021,corr
MSC05,Session 6,Verb,1210,corr
MSC05,Session 6,Noun,1767,corr
MSC05,Session 6,Noun,275,err
MSC05,Session 6,Noun,1521,corr
MSC05,Session 6,Verb,905,corr
MSC05,Session 6,Verb,1394,corr
MSC05,Session 6,Noun,1430,corr
MSC05,Session 6,Noun,1695,corr
MSC05,Session 6,Noun,1280,corr
MSC05,Session 6,Verb,1945,corr
MSC05,Session 6,Verb,844,err
MSC05,Session 6,Verb,1353,corr
MSC05,Session 6,coherent,938,corr
MSC05,Session 6,coherent,613,corr
MSC05,Session 6,coherent,609,corr
MSC05,Session 6,coherent,671,corr
MSC05,Session 6,random,808,corr
MSC05,Session 6,random,1017,corr
MSC05,Session 6,random,765,corr
MSC05,Session 6,random,707,corr
MSC05,Session 6,random,682,corr
MSC05,Session 6,random,681,corr
MSC05,Session 6,coherent,805,corr
MSC05,Session 6,coherent,879,corr
MSC05,Session 6,coherent,680,corr
MSC05,Session 6,random,883,corr
MSC05,Session 6,random,841,corr
MSC05,Session 6,coherent,690,corr
MSC05,Session 6,random,749,corr
MSC05,Session 6,coherent,579,corr
MSC05,Session 6,coherent,659,corr
MSC05,Session 6,coherent,654,corr
MSC05,Session 6,random,789,corr
MSC05,Session 6,random,837,corr
MSC05,Session 6,coherent,636,corr
MSC05,Session 6,random,692,corr
MSC05,Session 6,coherent,802,corr
MSC05,Session 6,random,736,corr
MSC05,Session 6,coherent,644,corr
MSC05,Session 6,random,695,corr
MSC05,Session 6,coherent,715,corr
MSC05,Session 6,random,770,corr
MSC05,Session 6,coherent,767,corr
MSC05,Session 6,coherent,964,corr
MSC05,Session 6,random,711,corr
MSC05,Session 6,random,1523,corr
MSC05,Session 6,random,1024,corr
MSC05,Session 6,random,765,corr
MSC05,Session 6,coherent,695,corr
MSC05,Session 6,coherent,724,corr
MSC05,Session 6,random,686,corr
MSC05,Session 6,coherent,675,corr
MSC05,Session 6,coherent,1061,corr
MSC05,Session 6,coherent,816,corr
MSC05,Session 6,coherent,721,corr
MSC05,Session 6,random,845,corr
MSC05,Session 6,random,822,corr
MSC05,Session 6,random,750,corr
MSC05,Session 6,random,816,corr
MSC05,Session 6,random,853,corr
MSC05,Session 6,random,834,corr
MSC05,Session 6,coherent,870,corr
MSC05,Session 6,coherent,1899,err
MSC05,Session 6,coherent,997,corr
MSC05,Session 6,random,758,corr
MSC05,Session 6,coherent,642,corr
MSC05,Session 6,coherent,800,corr
MSC05,Session 6,coherent,627,corr
MSC05,Session 6,random,747,corr
MSC05,Session 6,coherent,621,corr
MSC05,Session 6,random,725,corr
MSC05,Session 6,random,943,corr
MSC05,Session 6,Verb,1517,corr
MSC05,Session 6,Noun,785,corr
MSC05,Session 6,Verb,923,corr
MSC05,Session 6,Noun,1272,corr
MSC05,Session 6,Verb,783,corr
MSC05,Session 6,Noun,1409,err
MSC05,Session 6,Noun,1413,corr
MSC05,Session 6,Noun,1284,corr
MSC05,Session 6,Verb,885,corr
MSC05,Session 6,Noun,2101,corr
MSC05,Session 6,Verb,1458,err
MSC05,Session 6,Verb,1176,corr
MSC05,Session 6,Noun,1762,corr
MSC05,Session 6,Verb,1320,corr
MSC05,Session 6,Noun,1668,corr
MSC05,Session 6,Noun,931,corr
MSC05,Session 6,Verb,1774,corr
MSC05,Session 6,Verb,899,corr
MSC05,Session 6,Verb,825,corr
MSC05,Session 6,Verb,1470,corr
MSC05,Session 6,Noun,1319,corr
MSC05,Session 6,Verb,1845,corr
MSC05,Session 6,Noun,881,corr
MSC05,Session 6,Noun,1577,corr
MSC05,Session 6,Verb,1064,corr
MSC05,Session 6,Verb,735,corr
MSC05,Session 7,random,849,corr
MSC05,Session 7,coherent,694,corr
MSC05,Session 7,random,1284,corr
MSC05,Session 7,random,810,corr
MSC05,Session 7,coherent,660,corr
MSC05,Session 7,coherent,695,corr
MSC05,Session 7,coherent,636,corr
MSC05,Session 7,random,1007,err
MSC05,Session 7,random,841,corr
MSC05,Session 7,random,693,corr
MSC05,Session 7,coherent,675,corr
MSC05,Session 7,coherent,635,corr
MSC05,Session 7,random,778,corr
MSC05,Session 7,coherent,646,corr
MSC05,Session 7,random,692,corr
MSC05,Session 7,coherent,684,corr
MSC05,Session 7,random,698,corr
MSC05,Session 7,coherent,727,corr
MSC05,Session 7,random,699,corr
MSC05,Session 7,random,777,corr
MSC05,Session 7,coherent,923,corr
MSC05,Session 7,random,648,corr
MSC05,Session 7,coherent,696,corr
MSC05,Session 7,coherent,706,corr
MSC05,Session 7,coherent,647,corr
MSC05,Session 7,random,777,corr
MSC05,Session 7,coherent,772,err
MSC05,Session 7,random,679,corr
MSC05,Session 7,coherent,837,corr
MSC05,Session 7,random,707,corr
MSC05,Session 7,Noun,1771,corr
MSC05,Session 7,Noun,1738,corr
MSC05,Session 7,Verb,764,corr
MSC05,Session 7,Noun,1351,corr
MSC05,Session 7,Verb,1111,corr
MSC05,Session 7,Verb,784,corr
MSC05,Session 7,Verb,1270,corr
MSC05,Session 7,Verb,863,corr
MSC05,Session 7,Verb,1738,corr
MSC05,Session 7,Noun,846,corr
MSC05,Session 7,Noun,1398,corr
MSC05,Session 7,Noun,931,corr
MSC05,Session 7,Noun,1766,corr
MSC05,Session 7,Verb,1051,corr
MSC05,Session 7,Noun,1149,corr
MSC05,Session 7,Noun,1269,corr
MSC05,Session 7,Verb,1327,corr
MSC05,Session 7,Verb,1173,corr
MSC05,Session 7,Verb,797,corr
MSC05,Session 7,Noun,855,corr
MSC05,Session 7,Verb,1245,corr
MSC05,Session 7,Noun,1301,corr
MSC05,Session 7,Verb,825,corr
MSC05,Session 7,Noun,998,corr
MSC05,Session 7,Verb,1124,corr
MSC05,Session 7,Noun,1200,corr
MSC05,Session 7,Noun,1355,corr
MSC05,Session 7,Noun,804,corr
MSC05,Session 7,Verb,858,corr
MSC05,Session 7,Verb,1044,corr
MSC05,Session 7,Noun,1040,corr
MSC05,Session 7,Verb,1450,corr
MSC05,Session 7,Noun,964,corr
MSC05,Session 7,Noun,1140,corr
MSC05,Session 7,Noun,944,corr
MSC05,Session 7,Verb,1838,corr
MSC05,Session 7,Verb,1325,corr
MSC05,Session 7,Verb,711,corr
MSC05,Session 7,Verb,1654,corr
MSC05,Session 7,Noun,1468,corr
MSC05,Session 7,Noun,1285,corr
MSC05,Session 7,Verb,1601,corr
MSC05,Session 7,Verb,1052,corr
MSC05,Session 7,Verb,1032,corr
MSC05,Session 7,Noun,1796,err
MSC05,Session 7,Noun,1832,corr
MSC05,Session 7,Verb,1764,corr
MSC05,Session 7,Verb,1212,corr
MSC05,Session 7,Verb,825,corr
MSC05,Session 7,Noun,267,corr
MSC05,Session 7,Noun,1225,corr
MSC05,Session 7,Verb,1578,corr
MSC05,Session 7,Verb,1479,corr
MSC05,Session 7,Noun,1026,corr
MSC05,Session 7,Noun,1390,corr
MSC05,Session 7,Noun,1756,corr
MSC05,Session 7,Noun,1367,corr
MSC05,Session 7,coherent,1286,err
MSC05,Session 7,random,842,corr
MSC05,Session 7,random,886,corr
MSC05,Session 7,coherent,622,corr
MSC05,Session 7,random,893,corr
MSC05,Session 7,coherent,683,corr
MSC05,Session 7,coherent,900,corr
MSC05,Session 7,random,755,corr
MSC05,Session 7,coherent,827,corr
MSC05,Session 7,random,668,corr
MSC05,Session 7,random,908,corr
MSC05,Session 7,random,1093,corr
MSC05,Session 7,coherent,716,corr
MSC05,Session 7,coherent,815,corr
MSC05,Session 7,coherent,1448,corr
MSC05,Session 7,random,655,corr
MSC05,Session 7,random,734,corr
MSC05,Session 7,random,880,corr
MSC05,Session 7,random,1004,corr
MSC05,Session 7,coherent,1654,corr
MSC05,Session 7,coherent,824,corr
MSC05,Session 7,coherent,647,corr
MSC05,Session 7,random,793,corr
MSC05,Session 7,random,1273,corr
MSC05,Session 7,coherent,1462,corr
MSC05,Session 7,random,752,corr
MSC05,Session 7,random,739,corr
MSC05,Session 7,coherent,681,err
MSC05,Session 7,coherent,1303,corr
MSC05,Session 7,coherent,1287,corr
MSC05,Session 8,Noun,1943,err
MSC05,Session 8,Noun,1656,err
MSC05,Session 8,Verb,1253,corr
MSC05,Session 8,Verb,1397,corr
MSC05,Session 8,Noun,1127,corr
MSC05,Session 8,Noun,1097,corr
MSC05,Session 8,Verb,2040,corr
MSC05,Session 8,Verb,855,corr
MSC05,Session 8,Verb,888,corr
MSC05,Session 8,Verb,808,corr
MSC05,Session 8,Verb,907,corr
MSC05,Session 8,Noun,981,corr
MSC05,Session 8,Noun,1947,corr
MSC05,Session 8,Verb,1291,corr
MSC05,Session 8,Noun,1070,corr
MSC05,Session 8,Noun,1136,corr
MSC05,Session 8,Verb,905,corr
MSC05,Session 8,Noun,1093,corr
MSC05,Session 8,Noun,1166,corr
MSC05,Session 8,Noun,719,corr
MSC05,Session 8,Verb,1314,corr
MSC05,Session 8,Noun,1348,corr
MSC05,Session 8,Verb,1494,corr
MSC05,Session 8,Verb,1566,corr
MSC05,Session 8,Noun,1424,corr
MSC05,Session 8,Noun,1853,corr
MSC05,Session 8,Verb,1379,corr
MSC05,Session 8,Verb,927,corr
MSC05,Session 8,Noun,1880,corr
MSC05,Session 8,random,638,corr
MSC05,Session 8,coherent,638,corr
MSC05,Session 8,random,736,corr
MSC05,Session 8,coherent,646,corr
MSC05,Session 8,coherent,1062,corr
MSC05,Session 8,random,767,corr
MSC05,Session 8,random,1096,corr
MSC05,Session 8,random,785,corr
MSC05,Session 8,coherent,720,corr
MSC05,Session 8,coherent,684,corr
MSC05,Session 8,coherent,1098,corr
MSC05,Session 8,random,741,corr
MSC05,Session 8,coherent,724,corr
MSC05,Session 8,random,1765,err
MSC05,Session 8,random,813,corr
MSC05,Session 8,coherent,769,corr
MSC05,Session 8,coherent,636,corr
MSC05,Session 8,random,778,corr
MSC05,Session 8,random,975,err
MSC05,Session 8,random,1038,corr
MSC05,Session 8,coherent,972,corr
MSC05,Session 8,coherent,880,corr
MSC05,Session 8,coherent,1168,corr
MSC05,Session 8,random,895,corr
MSC05,Session 8,coherent,1353,corr
MSC05,Session 8,random,772,corr
MSC05,Session 8,coherent,716,corr
MSC05,Session 8,coherent,713,corr
MSC05,Session 8,random,866,corr
MSC05,Session 8,random,794,corr
MSC05,Session 8,random,682,corr
MSC05,Session 8,coherent,766,corr
MSC05,Session 8,coherent,807,corr
MSC05,Session 8,random,765,corr
MSC05,Session 8,coherent,701,corr
MSC05,Session 8,random,811,corr
MSC05,Session 8,random,1115,corr
MSC05,Session 8,coherent,747,corr
MSC05,Session 8,coherent,1475,corr
MSC05,Session 8,coherent,903,corr
MSC05,Session 8,coherent,733,corr
MSC05,Session 8,coherent,702,corr
MSC05,Session 8,random,1013,corr
MSC05,Session 8,random,884,corr
MSC05,Session 8,random,740,corr
MSC05,Session 8,random,922,corr
MSC05,Session 8,coherent,813,err
MSC05,Session 8,random,1088,corr
MSC05,Session 8,coherent,1412,err
MSC05,Session 8,random,854,corr
MSC05,Session 8,coherent,776,corr
MSC05,Session 8,random,879,corr
MSC05,Session 8,random,922,corr
MSC05,Session 8,coherent,744,corr
MSC05,Session 8,random,1038,corr
MSC05,Session 8,random,814,corr
MSC05,Session 8,coherent,909,corr
MSC05,Session 8,coherent,815,corr
MSC05,Session 8,coherent,981,corr
MSC05,Session 8,random,680,corr
MSC05,Session 8,Noun,1857,corr
MSC05,Session 8,Verb,1388,err
MSC05,Session 8,Noun,1960,corr
MSC05,Session 8,Noun,1260,corr
MSC05,Session 8,Verb,267,corr
MSC05,Session 8,Verb,1177,corr
MSC05,Session 8,Noun,1129,corr
MSC05,Session 8,Verb,572,corr
MSC05,Session 8,Noun,1481,corr
MSC05,Session 8,Verb,1933,corr
MSC05,Session 8,Verb,1195,corr
MSC05,Session 8,Noun,1337,corr
MSC05,Session 8,Noun,1636,corr
MSC05,Session 8,Noun,1400,corr
MSC05,Session 8,Verb,1918,corr
MSC05,Session 8,Verb,1146,corr
MSC05,Session 8,Noun,751,corr
MSC05,Session 8,Noun,950,corr
MSC05,Session 8,Verb,930,corr
MSC05,Session 8,Noun,781,corr
MSC05,Session 8,Verb,945,corr
MSC05,Session 8,Verb,767,corr
MSC05,Session 8,Noun,1158,corr
MSC05,Session 8,Noun,875,corr
MSC05,Session 8,Noun,1120,corr
MSC05,Session 8,Verb,1419,corr
MSC05,Session 8,Verb,948,corr
MSC05,Session 9,random,874,err
MSC05,Session 9,random,697,corr
MSC05,Session 9,coherent,734,corr
MSC05,Session 9,coherent,822,corr
MSC05,Session 9,random,663,corr
MSC05,Session 9,coherent,788,corr
MSC05,Session 9,coherent,659,corr
MSC05,Session 9,random,752,corr
MSC05,Session 9,random,1173,corr
MSC05,Session 9,random,825,corr
MSC05,Session 9,coherent,1375,corr
MSC05,Session 9,coherent,796,corr
MSC05,Session 9,coherent,692,corr
MSC05,Session 9,coherent,1007,corr
MSC05,Session 9,random,783,corr
MSC05,Session 9,random,798,corr
MSC05,Session 9,random,1207,corr
MSC05,Session 9,random,608,corr
MSC05,Session 9,coherent,756,corr
MSC05,Session 9,random,762,corr
MSC05,Session 9,coherent,745,corr
MSC05,Session 9,coherent,1093,corr
MSC05,Session 9,random,779,corr
MSC05,Session 9,coherent,871,corr
MSC05,Session 9,coherent,709,corr
MSC05,Session 9,random,718,corr
MSC05,Session 9,random,751,corr
MSC05,Session 9,random,768,corr
MSC05,Session 9,coherent,687,corr
MSC05,Session 9,Verb,1389,corr
MSC05,Session 9,Verb,836,corr
MSC05,Session 9,Verb,1379,corr
MSC05,Session 9,Noun,1012,corr
MSC05,Session 9,Verb,1662,corr
MSC05,Session 9,Noun,1580,corr
MSC05,Session 9,Noun,1329,corr
MSC05,Session 9,Noun,778,corr
MSC05,Session 9,Noun,1430,corr
MSC05,Session 9,Verb,1185,corr
MSC05,Session 9,Verb,1115,corr
MSC05,Session 9,Verb,1432,corr
MSC05,Session 9,Noun,769,corr
MSC05,Session 9,Verb,1061,corr
MSC05,Session 9,Noun,1045,corr
MSC05,Session 9,Noun,706,corr
MSC05,Session 9,Verb,1471,corr
MSC05,Session 9,Noun,1639,corr
MSC05,Session 9,Verb,1186,corr
MSC05,Session 9,Noun,1475,corr
MSC05,Session 9,Verb,1282,corr
MSC05,Session 9,Noun,871,corr
MSC05,Session 9,Noun,1511,corr
MSC05,Session 9,Noun,1380,corr
MSC05,Session 9,Verb,1005,corr
MSC05,Session 9,Noun,1326,corr
MSC05,Session 9,Noun,704,corr
MSC05,Session 9,Verb,1159,corr
MSC05,Session 9,Verb,947,corr
MSC05,Session 9,Verb,974,corr
MSC05,Session 9,Noun,1174,corr
MSC05,Session 9,Noun,1573,corr
MSC05,Session 9,Noun,1211,corr
MSC05,Session 9,Verb,1880,corr
MSC05,Session 9,Verb,1254,corr
MSC05,Session 9,Verb,879,corr
MSC05,Session 9,Noun,878,corr
MSC05,Session 9,Verb,949,corr
MSC05,Session 9,Noun,1255,corr
MSC05,Session 9,Noun,1060,corr
MSC05,Session 9,Noun,2188,corr
MSC05,Session 9,Verb,950,corr
MSC05,Session 9,Verb,951,corr
MSC05,Session 9,Noun,1034,corr
MSC05,Session 9,Noun,1141,corr
MSC05,Session 9,Verb,1518,corr
MSC05,Session 9,Verb,1462,corr
MSC05,Session 9,Noun,1373,corr
MSC05,Session 9,Verb,1377,corr
MSC05,Session 9,Verb,1270,corr
MSC05,Session 9,Verb,893,corr
MSC05,Session 9,Verb,953,corr
MSC05,Session 9,Noun,1199,corr
MSC05,Session 9,Noun,1480,corr
MSC05,Session 9,Verb,1122,corr
MSC05,Session 9,Noun,1126,corr
MSC05,Session 9,Noun,2149,corr
MSC05,Session 9,coherent,1323,corr
MSC05,Session 9,random,653,corr
MSC05,Session 9,random,833,corr
MSC05,Session 9,coherent,703,corr
MSC05,Session 9,coherent,585,corr
MSC05,Session 9,random,757,corr
MSC05,Session 9,coherent,645,corr
MSC05,Session 9,random,714,corr
MSC05,Session 9,coherent,671,corr
MSC05,Session 9,coherent,689,corr
MSC05,Session 9,coherent,635,corr
MSC05,Session 9,random,844,corr
MSC05,Session 9,coherent,596,corr
MSC05,Session 9,random,1888,corr
MSC05,Session 9,random,1052,err
MSC05,Session 9,random,1212,corr
MSC05,Session 9,coherent,1800,err
MSC05,Session 9,coherent,777,err
MSC05,Session 9,random,980,corr
MSC05,Session 9,random,672,err
MSC05,Session 9,coherent,685,corr
MSC05,Session 9,random,996,corr
MSC05,Session 9,random,686,corr
MSC05,Session 9,random,838,corr
MSC05,Session 9,coherent,838,corr
MSC05,Session 9,coherent,693,corr
MSC05,Session 9,coherent,702,corr
MSC05,Session 9,random,828,corr
MSC05,Session 9,coherent,1223,err
MSC05,Session 9,random,852,corr
MSC05,Session 10,Verb,1416,corr
MSC05,Session 10,Verb,2151,corr
MSC05,Session 10,Noun,323,corr
MSC05,Session 10,Noun,1388,corr
MSC05,Session 10,Verb,1687,corr
MSC05,Session 10,Noun,1120,corr
MSC05,Session 10,Verb,1376,corr
MSC05,Session 10,Verb,1789,corr
MSC05,Session 10,Noun,1489,corr
MSC05,Session 10,Noun,757,corr
MSC05,Session 10,Noun,1417,corr
MSC05,Session 10,Verb,1215,corr
MSC05,Session 10,Verb,1214,corr
MSC05,Session 10,Noun,1062,corr
MSC05,Session 10,Verb,1576,corr
MSC05,Session 10,Verb,907,corr
MSC05,Session 10,Noun,1615,corr
MSC05,Session 10,Verb,915,corr
MSC05,Session 10,Noun,860,corr
MSC05,Session 10,Noun,2193,corr
MSC05,Session 10,Verb,1250,corr
MSC05,Session 10,Verb,1522,err
MSC05,Session 10,Verb,1016,corr
MSC05,Session 10,Noun,976,corr
MSC05,Session 10,Verb,1428,corr
MSC05,Session 10,coherent,1340,corr
MSC05,Session 10,coherent,1040,corr
MSC05,Session 10,random,714,corr
MSC05,Session 10,random,742,corr
MSC05,Session 10,coherent,683,corr
MSC05,Session 10,random,832,corr
MSC05,Session 10,random,1208,err
MSC05,Session 10,random,713,corr
MSC05,Session 10,random,647,corr
MSC05,Session 10,random,716,corr
MSC05,Session 10,coherent,734,corr
MSC05,Session 10,coherent,1120,corr
MSC05,Session 10,coherent,1668,err
MSC05,Session 10,coherent,779,corr
MSC05,Session 10,random,808,corr
MSC05,Session 10,coherent,833,corr
MSC05,Session 10,random,704,corr
MSC05,Session 10,random,974,corr
MSC05,Session 10,coherent,730,corr
MSC05,Session 10,coherent,850,corr
MSC05,Session 10,coherent,756,corr
MSC05,Session 10,random,851,corr
MSC05,Session 10,random,1157,corr
MSC05,Session 10,coherent,1445,err
MSC05,Session 10,coherent,1834,err
MSC05,Session 10,random,868,corr
MSC05,Session 10,random,751,corr
MSC05,Session 10,random,740,corr
MSC05,Session 10,coherent,1230,corr
MSC05,Session 10,coherent,774,corr
MSC05,Session 10,coherent,741,corr
MSC05,Session 10,random,672,corr
MSC05,Session 10,coherent,699,corr
MSC05,Session 10,random,634,corr
MSC05,Session 10,coherent,936,corr
MSC05,Session 10,random,785,corr
MSC05,Session 10,coherent,747,corr
MSC05,Session 10,random,759,corr
MSC05,Session 10,coherent,745,corr
MSC05,Session 10,coherent,648,corr
MSC05,Session 10,random,782,corr
MSC05,Session 10,coherent,720,corr
MSC05,Session 10,random,745,corr
MSC05,Session 10,coherent,599,corr
MSC05,Session 10,random,727,corr
MSC05,Session 10,random,910,corr
MSC05,Session 10,random,871,corr
MSC05,Session 10,coherent,867,err
MSC05,Session 10,coherent,673,corr
MSC05,Session 10,coherent,666,corr
MSC05,Session 10,random,799,corr
MSC05,Session 10,random,724,corr
MSC05,Session 10,random,675,corr
MSC05,Session 10,random,914,corr
MSC05,Session 10,coherent,1012,corr
MSC05,Session 10,coherent,1172,err
MSC05,Session 10,random,797,corr
MSC05,Session 10,coherent,642,corr
MSC05,Session 10,coherent,821,err
MSC05,Session 10,random,685,corr
MSC05,Session 10,Verb,154,err
MSC05,Session 10,Noun,1082,corr
MSC05,Session 10,Noun,1984,corr
MSC05,Session 10,Noun,1559,corr
MSC05,Session 10,Verb,1145,corr
MSC05,Session 10,Noun,899,corr
MSC05,Session 10,Verb,924,corr
MSC05,Session 10,Noun,1525,corr
MSC05,Session 10,Verb,699,corr
MSC05,Session 10,Verb,1869,corr
MSC05,Session 10,Verb,1705,corr
MSC05,Session 10,Noun,1067,corr
MSC05,Session 10,Noun,1581,corr
MSC05,Session 10,Noun,1343,corr
MSC05,Session 10,Noun,1715,corr
MSC05,Session 10,Verb,1147,corr
MSC05,Session 10,Noun,1609,corr
MSC05,Session 10,Verb,2045,corr
MSC05,Session 10,Verb,783,corr
MSC05,Session 10,Noun,1135,corr
MSC05,Session 10,Verb,2142,corr
MSC05,Session 10,Noun,1021,corr
MSC05,Session 10,Noun,1526,corr
MSC05,Session 10,Noun,998,corr
MSC05,Session 10,Verb,1517,corr
MSC05,Session 10,Verb,1076,corr
MSC05,Session 10,Noun,925,corr
MSC05,Session 10,Verb,1241,corr
MSC05,Session 10,Verb,1047,corr
MSC06,Session 1,coherent,1622,err
MSC06,Session 1,coherent,1532,corr
MSC06,Session 1,random,888,corr
MSC06,Session 1,random,718,corr
MSC06,Session 1,coherent,675,corr
MSC06,Session 1,random,674,corr
MSC06,Session 1,random,767,corr
MSC06,Session 1,random,755,corr
MSC06,Session 1,random,804,corr
MSC06,Session 1,random,841,corr
MSC06,Session 1,coherent,763,corr
MSC06,Session 1,coherent,758,corr
MSC06,Session 1,coherent,1010,err
MSC06,Session 1,coherent,779,corr
MSC06,Session 1,random,939,corr
MSC06,Session 1,coherent,732,corr
MSC06,Session 1,random,732,corr
MSC06,Session 1,random,648,corr
MSC06,Session 1,coherent,582,corr
MSC06,Session 1,coherent,636,corr
MSC06,Session 1,coherent,705,corr
MSC06,Session 1,random,600,corr
MSC06,Session 1,random,769,corr
MSC06,Session 1,coherent,634,corr
MSC06,Session 1,coherent,769,corr
MSC06,Session 1,random,693,corr
MSC06,Session 1,random,654,corr
MSC06,Session 1,random,707,corr
MSC06,Session 1,coherent,745,corr
MSC06,Session 1,coherent,646,corr
MSC06,Session 1,Noun,962,corr
MSC06,Session 1,Verb,775,err
MSC06,Session 1,Verb,672,corr
MSC06,Session 1,Verb,1546,corr
MSC06,Session 1,Noun,895,corr
MSC06,Session 1,Noun,1347,corr
MSC06,Session 1,Verb,1026,corr
MSC06,Session 1,Noun,1151,corr
MSC06,Session 1,Verb,686,corr
MSC06,Session 1,Verb,1266,corr
MSC06,Session 1,Noun,765,corr
MSC06,Session 1,Noun,684,corr
MSC06,Session 1,Noun,1723,corr
MSC06,Session 1,Verb,764,corr
MSC06,Session 1,Noun,1320,corr
MSC06,Session 1,Verb,722,corr
MSC06,Session 1,Noun,1309,corr
MSC06,Session 1,Verb,879,corr
MSC06,Session 1,Verb,938,corr
MSC06,Session 1,Noun,1158,corr
MSC06,Session 1,Verb,920,corr
MSC06,Session 1,Noun,946,corr
MSC06,Session 1,Noun,1116,corr
MSC06,Session 1,Noun,989,corr
MSC06,Session 1,Noun,1112,corr
MSC06,Session 1,Verb,931,corr
MSC06,Session 1,Verb,1192,err
MSC06,Session 1,Verb,971,err
MSC06,Session 1,Noun,765,corr
MSC06,Session 1,Verb,723,corr
MSC06,Session 1,Verb,1463,corr
MSC06,Session 1,Verb,899,corr
MSC06,Session 1,Noun,1007,err
MSC06,Session 1,Noun,1984,corr
MSC06,Session 1,Noun,829,err
MSC06,Session 1,Verb,1186,corr
MSC06,Session 1,Noun,1070,corr
MSC06,Session 1,Verb,909,corr
MSC06,Session 1,Noun,1227,corr
MSC06,Session 1,Verb,855,corr
